Filename,Line number,Column number,Producer component:Message number,Message text,Severity,Suppression type bitmask,Suppression justification,Rule Group,Rule Text,Team,Components
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/fisheye_mtcnn/src/fisheye_mtcnn_board.cpp,426,9,rcma-3.3.0:1724,"Static function or private method '::FisheyeMtcnnBoard_onUpdate(,&={c::FisheyeMtcnnBoard_InStruct},&{c::FisheyeMtcnnBoard_OutStruct},&{c::mwala::generic_io::State<{c::fisheye_mtcnn::FisheyeMtcnnRunnableInternalState}>},&{c::FisheyeMtcnnBoard_RunContext})::@BLK11::@BLK12::@BLK13::@BLK14::@BLK15::@unnamed2::()@=(_,&={c::mplog::Logger})' of a class shall be used.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/fisheye_mtcnn/src/fisheye_mtcnn_board.cpp,438,9,rcma-3.3.0:1724,"Static function or private method '::FisheyeMtcnnBoard_onUpdate(,&={c::FisheyeMtcnnBoard_InStruct},&{c::FisheyeMtcnnBoard_OutStruct},&{c::mwala::generic_io::State<{c::fisheye_mtcnn::FisheyeMtcnnRunnableInternalState}>},&{c::FisheyeMtcnnBoard_RunContext})::@BLK17::@BLK18::@BLK19::@BLK20::@BLK21::@BLK22::@BLK23::@BLK24::@unnamed3::()@=(_,&={c::mplog::Logger})' of a class shall be used.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/fisheye_mtcnn/src/fisheye_mtcnn_board.cpp,443,9,rcma-3.3.0:1724,"Static function or private method '::FisheyeMtcnnBoard_onUpdate(,&={c::FisheyeMtcnnBoard_InStruct},&{c::FisheyeMtcnnBoard_OutStruct},&{c::mwala::generic_io::State<{c::fisheye_mtcnn::FisheyeMtcnnRunnableInternalState}>},&{c::FisheyeMtcnnBoard_RunContext})::@BLK17::@BLK18::@BLK26::@BLK27::@BLK28::@BLK29::@BLK30::@BLK31::@unnamed4::()@=(_,&={c::mplog::Logger})' of a class shall be used.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/fisheye_mtcnn/src/fisheye_mtcnn_board.cpp,448,5,rcma-3.3.0:1724,"Static function or private method '::FisheyeMtcnnBoard_onUpdate(,&={c::FisheyeMtcnnBoard_InStruct},&{c::FisheyeMtcnnBoard_OutStruct},&{c::mwala::generic_io::State<{c::fisheye_mtcnn::FisheyeMtcnnRunnableInternalState}>},&{c::FisheyeMtcnnBoard_RunContext})::@BLK33::@BLK34::@BLK35::@unnamed5::()@=(_,&={c::mplog::Logger})' of a class shall be used.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/fisheye_mtcnn/src/fisheye_mtcnn_board.cpp,466,9,rcma-3.3.0:1724,"Static function or private method '::FisheyeMtcnnBoard_onUpdate(,&={c::FisheyeMtcnnBoard_InStruct},&{c::FisheyeMtcnnBoard_OutStruct},&{c::mwala::generic_io::State<{c::fisheye_mtcnn::FisheyeMtcnnRunnableInternalState}>},&{c::FisheyeMtcnnBoard_RunContext})::@BLK37::@BLK38::@BLK39::@BLK40::@BLK41::@unnamed6::()@=(_,&={c::mplog::Logger})' of a class shall be used.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/fisheye_mtcnn/src/fisheye_mtcnn_board.cpp,474,5,rcma-3.3.0:1724,"Static function or private method '::FisheyeMtcnnBoard_onUpdate(,&={c::FisheyeMtcnnBoard_InStruct},&{c::FisheyeMtcnnBoard_OutStruct},&{c::mwala::generic_io::State<{c::fisheye_mtcnn::FisheyeMtcnnRunnableInternalState}>},&{c::FisheyeMtcnnBoard_RunContext})::@BLK43::@BLK44::@BLK45::@BLK46::@BLK47::@BLK48::@unnamed7::()@=(_,&={c::mplog::Logger})' of a class shall be used.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/fisheye_mtcnn/src/fisheye_mtcnn_board.cpp,483,9,rcma-3.3.0:1724,"Static function or private method '::FisheyeMtcnnBoard_onUpdate(,&={c::FisheyeMtcnnBoard_InStruct},&{c::FisheyeMtcnnBoard_OutStruct},&{c::mwala::generic_io::State<{c::fisheye_mtcnn::FisheyeMtcnnRunnableInternalState}>},&{c::FisheyeMtcnnBoard_RunContext})::@BLK50::@BLK51::@BLK52::@BLK53::@BLK54::@BLK55::@BLK56::@BLK57::@unnamed8::()@=(_,&={c::mplog::Logger})' of a class shall be used.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/fisheye_mtcnn/src/fisheye_mtcnn_board.cpp,495,9,rcma-3.3.0:1724,"Static function or private method '::FisheyeMtcnnBoard_onUpdate(,&={c::FisheyeMtcnnBoard_InStruct},&{c::FisheyeMtcnnBoard_OutStruct},&{c::mwala::generic_io::State<{c::fisheye_mtcnn::FisheyeMtcnnRunnableInternalState}>},&{c::FisheyeMtcnnBoard_RunContext})::@BLK59::@BLK60::@BLK61::@BLK62::@BLK63::@BLK64::@BLK65::@BLK66::@unnamed9::()@=(_,&={c::mplog::Logger})' of a class shall be used.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/fisheye_mtcnn/src/fisheye_mtcnn_board.cpp,501,5,rcma-3.3.0:1724,"Static function or private method '::FisheyeMtcnnBoard_onUpdate(,&={c::FisheyeMtcnnBoard_InStruct},&{c::FisheyeMtcnnBoard_OutStruct},&{c::mwala::generic_io::State<{c::fisheye_mtcnn::FisheyeMtcnnRunnableInternalState}>},&{c::FisheyeMtcnnBoard_RunContext})::@BLK68::@BLK69::@BLK70::@BLK71::@BLK72::@BLK73::@unnamed10::()@=(_,&={c::mplog::Logger})' of a class shall be used.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/fisheye_mtcnn/src/fisheye_mtcnn_board.cpp,704,5,rcma-3.3.0:1724,"Static function or private method '::FisheyeMtcnnBoard_onDeInit(,&={c::mwala::generic_io::State<{c::fisheye_mtcnn::FisheyeMtcnnRunnableInternalState}>},&{c::FisheyeMtcnnBoard_RunContext})::@BLK1::@BLK2::@BLK3::@unnamed0::()@=(_,&={c::mplog::Logger})' of a class shall be used.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/fisheye_mtcnn/src/fisheye_mtcnn_board.cpp,715,5,rcma-3.3.0:1724,"Static function or private method '::FisheyeMtcnnBoard_onDeInit(,&={c::mwala::generic_io::State<{c::fisheye_mtcnn::FisheyeMtcnnRunnableInternalState}>},&{c::FisheyeMtcnnBoard_RunContext})::@BLK5::@BLK6::@BLK7::@unnamed1::()@=(_,&={c::mplog::Logger})' of a class shall be used.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_ptr_post.hpp,279,79,rcma-3.3.0:1724,"Static function or private method '::select_batch_by_conf(,{c::vfc::TFixedVector<{c::vfc::TFixedVector<fs,(20),{c::vfc::TFixedBlockAllocator<fs,(20)>}>},(10),{c::vfc::TFixedBlockAllocator<{c::vfc::TFixedVector<fs,(20),{c::vfc::TFixedBlockAllocator<fs,(20)>}>},(10)>}>},ni,&{c::vfc::TFixedVector<{c::vfc::TFixedVector<fs,(20),{c::vfc::TFixedBlockAllocator<fs,(20)>}>},(10),{c::vfc::TFixedBlockAllocator<{c::vfc::TFixedVector<fs,(20),{c::vfc::TFixedBlockAllocator<fs,(20)>}>},(10)>}>},{c::vfc::TFixedVector<fs,(80),{c::vfc::TFixedBlockAllocator<fs,(80)>}>},&{c::std::__1::vector<{c::xAffine_rec},{c::std::__1::allocator<{c::xAffine_rec}>}>})::@unnamed0::()@=(_,&={c::vfc::TFixedVector<fs,(20),{c::vfc::TFixedBlockAllocator<fs,(20)>}>})' of a class shall be used.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_ptr_post.hpp,551,17,rcma-3.3.0:1724,"Static function or private method '::ptr_mot_write_to_psd_interface(,&{c::vfc::TFixedVector<{c::mot_2d_ptr::MOT_OUTPUT_INFO},(100),{c::vfc::TFixedBlockAllocator<{c::mot_2d_ptr::MOT_OUTPUT_INFO},(100)>}>},&{c::viper::CXPerParkingSlotInterface::CXPerParkingSlotPointsSegments},&{c::viper::CXPerParkingSlotInterface::CXPerParkingSlotSegments},&{c::std::__1::unordered_map<ul,ul,{c::unordered_map::hash<ul>},{c::unordered_map::equal_to<ul>},{c::unordered_map::allocator<{c::unordered_map::pair<=ul,ul>}>}>})::@BLK1::@BLK2::@unnamed0::()@=(_,&={c::unordered_map::s::unordered_map::pair<=ul,ul><ul,ul>},&={c::<unknown>})' of a class shall be used.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_ptr_post.hpp,556,16,qacpp-5.3.0:2446,Direct use of float fundamental type.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_ptr_post.hpp,556,29,qacpp-5.3.0:2446,Direct use of float fundamental type.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_ptr_post.hpp,556,83,qacpp-5.3.0:2446,Direct use of float fundamental type.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_mot_post.hpp,52,37,qacpp-5.3.0:4107,This is declaring multiple variables in the same declaration statement.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_mot_post.hpp,53,37,qacpp-5.3.0:4107,This is declaring multiple variables in the same declaration statement.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_mot_post.hpp,54,34,qacpp-5.3.0:4107,This is declaring multiple variables in the same declaration statement.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_mot_post.hpp,101,30,qacpp-5.3.0:4107,This is declaring multiple variables in the same declaration statement.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_mot_post.hpp,102,33,qacpp-5.3.0:4107,This is declaring multiple variables in the same declaration statement.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_mot_post.hpp,168,38,qacpp-5.3.0:4107,This is declaring multiple variables in the same declaration statement.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_mot_post.hpp,232,9,rcma-3.3.0:1724,"Static function or private method '::ipm_slotdet_mot_post(,&{c::xloc::CXPerLocalLocalizationResult},&{c::viper::CXPerParkingSlotInterface},{c::std::__1::shared_ptr<{c::psd_mot_namespace::Mot}>})::@BLK1::@BLK2::@BLK3::@BLK4::@BLK5::@unnamed0::()@=(_,&={c::mplog::Logger})' of a class shall be used.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_arrow_line_marker_post.hpp,233,100,rcma-3.3.0:1724,"Static function or private method '::determine_arrow_type(,&{c::vfc::TFixedVector<ni,(10),{c::vfc::TFixedBlockAllocator<ni,(10)>}>})::@BLK7::@BLK21::@BLK22::@BLK23::@BLK59::@BLK60::@BLK61::@unnamed0::()@=(_,ni)' of a class shall be used.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_arrow_line_marker_post.hpp,248,6,qacpp-5.3.0:1067,This is a definition in a header file that could violate the one definition rule.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_arrow_line_marker_post.hpp,276,16,qacpp-5.3.0:1067,This is a definition in a header file that could violate the one definition rule.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_arrow_line_marker_post.hpp,289,37,qacpp-5.3.0:1067,This is a definition in a header file that could violate the one definition rule.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_arrow_line_marker_post.hpp,332,16,qacpp-5.3.0:1067,This is a definition in a header file that could violate the one definition rule.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_arrow_line_marker_post.hpp,337,16,qacpp-5.3.0:1067,This is a definition in a header file that could violate the one definition rule.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_arrow_line_marker_post.hpp,414,47,rcma-3.3.0:1724,"Static function or private method '::compute_riou(,{c::per::CXPerBBox4f},{c::per::CXPerBBox4f})::@BLK21::@BLK22::@unnamed0::()@=(_,&={c::per::CXPerPoint2f},&={c::per::CXPerPoint2f})' of a class shall be used.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_arrow_line_marker_post.hpp,427,16,qacpp-5.3.0:1067,This is a definition in a header file that could violate the one definition rule.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_arrow_line_marker_post.hpp,648,6,qacpp-5.3.0:1067,This is a definition in a header file that could violate the one definition rule.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,20,26,qacpp-5.3.0:2300,The object 'Pi' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,22,22,qacpp-5.3.0:2300,The object 'epsilon' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,24,26,qacpp-5.3.0:2300,The object 'PSD_IMGWIDTH' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,25,26,qacpp-5.3.0:2300,The object 'PSD_IMGHEIGHT' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,26,24,qacpp-5.3.0:2300,The object 'PSD_DLA_OUT_HEIGHT' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,27,24,qacpp-5.3.0:2300,The object 'PSD_DLA_OUT_WIDTH' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,29,20,qacpp-5.3.0:2300,The object 'XPER_PARKSLOT_MAX_N' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,30,24,qacpp-5.3.0:2300,The object 'MAX_OUT' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,31,26,qacpp-5.3.0:2300,The object 'REGRESSION_CORNER_SCORE_THRESH' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,34,24,qacpp-5.3.0:2300,The object 'NMS_CXPerParkingSlotPointsSegment_MAX_N' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,35,24,qacpp-5.3.0:2300,The object 'PARKSLOT_VECTOR_EMPTY_MAX_N' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,36,24,qacpp-5.3.0:2300,The object 'XPER_PARKSLOT_VECTOR_OCCUPY_MAX_N' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,40,26,qacpp-5.3.0:2300,The object 'SQUARE_PARA_DIST' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,41,26,qacpp-5.3.0:2300,The object 'PARA_WIDTH' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,44,26,qacpp-5.3.0:2300,The object 'MIN_DEPTH_THRESHOLD' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,45,26,qacpp-5.3.0:2300,The object 'TARGET_DEPTH' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,48,8,qacpp-5.3.0:2400,The type name 'Tensor' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,56,18,qacpp-5.3.0:4212,This non static member function does not access any member data.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,68,18,qacpp-5.3.0:4212,This non static member function does not access any member data.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,72,18,qacpp-5.3.0:4212,This non static member function does not access any member data.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,76,18,qacpp-5.3.0:4212,This non static member function does not access any member data.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,80,18,qacpp-5.3.0:4212,This non static member function does not access any member data.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,84,18,qacpp-5.3.0:4212,This non static member function does not access any member data.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,88,18,qacpp-5.3.0:4212,This non static member function does not access any member data.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,94,8,qacpp-5.3.0:2400,The type name 'ModelOut' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,106,8,qacpp-5.3.0:2400,The type name 'DLAOut' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,120,8,qacpp-5.3.0:2400,The type name 'PSDPostStruct' is in the global scope.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,147,16,qacpp-5.3.0:1067,This is a definition in a header file that could violate the one definition rule.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,160,37,qacpp-5.3.0:1067,This is a definition in a header file that could violate the one definition rule.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,236,16,qacpp-5.3.0:1067,This is a definition in a header file that could violate the one definition rule.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,356,65,rcma-3.3.0:1724,"Static function or private method '::PsApplyNMSFast(,&={c::vfc::TFixedVector<{c::viper::CXPerParkingSlotPointsSegment},(300),{c::vfc::TFixedBlockAllocator<{c::viper::CXPerParkingSlotPointsSegment},(300)>}>},ul,&{c::viper::CXPerParkingSlotInterface::CXPerParkingSlotPointsSegments})::@unnamed0::()@=(_,&={c::viper::CXPerParkingSlotPointsSegment},&={c::viper::CXPerParkingSlotPointsSegment})' of a class shall be used.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/runnables/parking_perception/nrcs_bev/nrcs_stitch_mtcnn/alg_include/ipm_slotdet_post_new.hpp,810,16,qacpp-5.3.0:1067,This is a definition in a header file that could violate the one definition rule.,2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
